user_id,accepted_answer_id,answer_count,score,creation_date,question_id,link,title,body
</blockquote>

<p>That makes me think that there are differences. However, I didn't see a comparison between K&amp;R C and ANSI C. Is there such a document? If not, what are the major differences?</p>

<p>EDIT: I believe the K&amp;R book says ""ANSI C"" on the cover. At least I believe the version that I have at home does. So perhaps there isn't a difference anymore?</p>
"

2635,24558,15,432,8/23/08,24551,https://stackoverflow.com/questions/24551/initialize-class-fields-in-constructor-or-at-declaration,Initialize class fields in constructor or at declaration?,"<p>I've been programming in C# and Java recently and I am curious where the best place is to initialize my class fields.</p>

<p>Should I do it at declaration?:</p>

<pre><code>public class Dice
{
    private int topFace = 1;
    private Random myRand = new Random();

    public void Roll()
    {
       // ......
    }
}
</code></pre>

<p>or in a constructor?:</p>

<pre><code>public class Dice
{
    private int topFace;
    private Random myRand;

    public Dice()
    {
        topFace = 1;
        myRand = new Random();
    }

    public void Roll()
    {
        // .....
    }
}
</code></pre>

<p>I'm really curious what some of you veterans think is the best practice. I want to be consistent and stick to one approach.</p>
"

2595,24592,2,0,8/23/08,24556,https://stackoverflow.com/questions/24556/attaching-entities-to-data-contexts,Attaching entities to data contexts,"<p>In LINQ to SQL, is it possible to check to see if an entity is already part of the data context before trying to attach it?</p>

<p>A little context if it helps...</p>

<p>I have this code in my <code>global.asax</code> as a helper method.  Normally, between requests, this isn't a problem.  But right after signing in, this is getting called more than once, and the second time I end up trying to attach the <code>Member</code> object in the same unit of work where it was created.</p>

<pre><code>private void CheckCurrentUser()
{
    if (!HttpContext.Current.User.Identity.IsAuthenticated)
    {
        AppHelper.CurrentMember = null;
        return;
    }

    IUserService userService = new UserService();

    if (AppHelper.CurrentMember != null)
        userService.AttachExisting(AppHelper.CurrentMember);
    else
        AppHelper.CurrentMember = userService.GetMember(
            HttpContext.Current.User.Identity.Name,
            AppHelper.CurrentLocation);
}
</code></pre>
"

1212,22585,2,9,8/22/08,22509,https://stackoverflow.com/questions/22509/why-is-asp-net-gzip-compression-corrupting-css,Why is ASP.NET gzip compression corrupting CSS?,"<p>I have an ASP.NET webforms application (3.5 SP1) that I'm working on, and attempting to enable gzip fpr HTML and CSS that comes down the pipe. I'm using <a href=""http://www.stardeveloper.com/articles/display.html?article=2007110401&amp;page=1"" rel=""nofollow noreferrer"">this implementation</a> (and tried a few others that hook into Application_BeginRequest), and it seems to be corrupting the external CSS file that the pages use, but intermittently...suddenly all styles will disappear on a page refresh, stay that way for awhile, and then suddenly start working again.</p>

<p>Both IE7 and FF3 exhibit this behavior. When viewing the CSS using the web developer toolbar, it returns jibberish. The cache-control header is coming through as ""private,"" but I don't know enough to figure out if that's a contributing factor or not.</p>

<p>Also, this is running on the ASP.NET Development Server. Maybe it'd be fine with IIS, but I'm developing on XP and it'd be IIS5.</p>
"

2385,49821,4,3,8/22/08,22519,https://stackoverflow.com/questions/22519/how-do-i-secure-a-folder-used-to-let-users-upload-files,How do I secure a folder used to let users upload files?,"<p>I have a folder in my web server used for the users to upload photos using an ASP page.</p>

<p>Is it safe enough to give IUSR write permissions to the folder? Must I secure something else?
I am afraid of hackers bypassing the ASP page and uploading content directly to the folder.</p>

<p>I'm using ASP classic and IIS6 on Windows 2003 Server. The upload is through HTTP, not FTP.</p>

<p>Edit: Changing the question for clarity and changing my answers as comments.</p>
"

2495,23004,6,15,8/22/08,22524,https://stackoverflow.com/questions/22524/execute-shortcuts-like-programs,Execute shortcuts like programs,"<p>Example: You have a shortcut <code>s</code> to <code>SomeProgram</code> in the current directory.</p>

<p>In <code>cmd.exe</code>, you can type <code>s</code> and it will launch the program.</p>

<p>In PowerShell, typing <code>s</code> gives:</p>

<blockquote>
  <p><code>The term 's' is not recognized as a cmdlet, function, operable program, or script file. Verify the term and try again.</code></p>
</blockquote>

<p>If you type <code>s.lnk</code> or <code>SomeProgram</code>, it runs the program just fine.</p>

<p>How can I configure PowerShell to execute shortcuts just like programs?</p>
"

9382,406290,2,2,1/2/09,406275,https://stackoverflow.com/questions/406275/how-to-intercept-http-calls-from-an-application,How to intercept HTTP calls from an application?,"<p>I want to watch all the HTTP requests going out of a certain application and cancel them if needed.</p>

<p>Is there a way to do this in C#?</p>
"

50147,405669,2,0,1/1/09,405636,https://stackoverflow.com/questions/405636/adding-some-custom-session-variables-to-a-javascript-object,Adding some custom session variables to a JavaScript object,"<p>I currently have a custom session handler class which simply builds on php's session functionality (and ties in some mySQL tables).</p>

<p>I have a wide variety of session variables that best suits my application (primarily kept on the server side). Although I am also using jQuery to improve the usability of the front-end, and I was wondering if feeding some of the session variables (some basics and some browse preference id's) to a JS object would be a bad way to go.</p>

<p>Currently if I need to access any of this information at the front-end I do a ajax request to a php page specifically written to provide the appropriate response, although I am unsure if this is the best practice (actually I'm pretty sure this just creates a excess number of Ajax requests).</p>

<p>Has anyone got any comments on this? Would this be the best way to have this sort of information available to the client side?</p>
"

19234,406056,3,1,1/2/09,406020,https://stackoverflow.com/questions/406020/best-way-to-have-event-occur-n-times,Best way to have event occur n times?,"<p>I use the following code to create countdowns in Javascript. n is the number of times to repeat, freq is the number of milliseconds to wait before executing, funN is a function to call on each iteration (typically a function that updates part of the DOM) and funDone is the function to call when the countdown is complete. </p>

<pre><code>function timer(n, freq, funN, funDone)
{
    if(n == 0){
        funDone();
    }else{
        setTimeout(function(){funN(n-1); timer(n-1, freq, funN, funDone);}, freq);      
    }
}
</code></pre>

<p>It can be called like so:</p>

<pre><code>    timer(10,
      1000, /* 1 second */
      function(n){console.log(""(A) Counting: ""+n);},
      function() {console.log(""(A) Done!"");}
     );

    timer(10,
      500,
      function(n){console.log(""(B) Counting: ""+n);},
      function() {console.log(""(B) Done!"");}
     );
</code></pre>

<p>The advantage of this is that I can call timer() as many times as I want without worrying about global variables etc. Is there a better way to do this? Is there a clean way to make setInterval stop after a certain number of calls (without using global variables)? This code also creates a new lambda function with each call to setTimeout which seems like it could be problematic for large countdowns (I'm not sure how javascript's garbage collector handles this). </p>

<p>Is there a better way to do this? Thanks.</p>
"

3153,405846,1,1,1/2/09,405766,https://stackoverflow.com/questions/405766/is-it-possible-to-use-libxml-with-unicode-xmlchar,Is it possible to use libxml with unicode xmlchar?,"<p>Is it possible to use libxml with unicode?</p>

<p>For example the xmlParseDoc function takes an xmlChar</p>

<p>xmlChar has the following definition:</p>

<pre><code>typedef unsigned char xmlChar;
</code></pre>

<p>I would like for libxml to interpret all as 2 byte chars. </p>

<p>I have a feeling that the following would not work properly with the lib:</p>

<pre><code>typedef unsigned short xmlChar;
</code></pre>

<p>Note: I'm not talking about when it actually reads/writes the xml encoding. I know that supports unicode.  What I want is for the interface into the lib to be with unicode strings wstring instead of normal strings. </p>
"

48810,405264,6,1,1/1/09,405255,https://stackoverflow.com/questions/405255/asp-net-local-development-setup,ASP.NET Local Development Setup,"<p>I would like to start learning ASP.NET on a for-fun project. I'm hoping to setup a local server to do my development on, but I don't want to pollute my user account with a webserver, database, and developer tools.</p>

<p>I'm using Vista Home Premium as my desktop OS. Is it possible to setup a separate user in vista and contain all the developer stuff inside it? (Keep sql server, IIS, and Visual Studio separate so they don't run when I'm not doing development work)</p>

<p>If this isn't possible can someone suggest a good alternative?</p>
"

47036,406541,1,1,1/2/09,406536,https://stackoverflow.com/questions/406536/icallbackeventhandler-and-viewstate,ICallbackEventHandler and ViewState,"<p>Does anyone know if viewstate is available when using ICallbackEventHandler?
If not is there any work around to get it?
Thanks.</p>
"

22162,406676,2,2,1/2/09,406665,https://stackoverflow.com/questions/406665/moving-asp-net-webservices-to-wcf,Moving ASP.net webservices to WCF,"<p>I am verifying my login authentication using ASP.net webservices. But the client requested to move to WCF. </p>

<p>I need to know in what way WCF differs from ASP.net webservices.</p>

<p>What are the advantages for me to use WCF than ASP.net webservices.</p>
"

39905,404878,1,0,1/1/09,404875,https://stackoverflow.com/questions/404875/change-date-format-that-mysql-reads,Change date format that MySQL reads,"<p>I have a batch file that was created for an Oracle database that I'm now trying to import to a MySQL database. I've had to deal with all sorts of inconsistencies between the two. The file has all the dates as '17-NOV-1981' rather than '1981-11-17' as MySQL expects. </p>

<p>The batch file had the command <strong><em>ALTER SESSION set nls_date_format='DD-MON-YYYY';</em></strong> to set the date format. Is there an equivalent in MySQL to get it to accept the dates as is without having to majorly edit the file?</p>
"

313002,406698,3,5,1/2/09,406667,https://stackoverflow.com/questions/406667/objective-c-clarification-and-var,Objective-C Clarification; -/+ and *var,"<p>I'm teaching myself Objective-C from a book (<em>Cocoa programming for mac OS X</em>) and am about halfway through however I have two questions that aren't answered or defined in the book.</p>

<ol>
<li><p>When defining class methods what is the difference between (assuming there in a .h file):</p>

<p>- (int) population;</p>

<p>+ (int) population;</p></li>
</ol>

<p>The way I see it at the moment is that <code>-</code> methods require the class to be allocated and initialized first however <code>+</code> can be called statically without requiring allocation and initialization. E.g. (in a function in another class)</p>

<pre><code>// Using -
Earth *world = [[Earth alloc] init];
int population = [world population];

// Using +
int population = [Earth population];
</code></pre>

<p>If that is correct, when should I use static methods and are they're any disadvantages with doing so.</p>

<ol start=""2"">
<li><p>When defining a var in either a function paramater or as an actual var in a function, does the use of * mean the var will be an object? e.g. (again in a header file.)</p>

<p>- (void) setPopulation: (NSNumber *) population; //Use of * as population is of NSNumber</p>

<p>- (void) setPopulation: (int) population; // population isn't a class so doesn't need *</p></li>
</ol>

<p>Sorry if any of my terms don't make sense in the land of Objective-C such as static methods, etc. I'm a PHP and Ruby Programmer.</p>
"

,404885,3,2,1/1/09,404877,https://stackoverflow.com/questions/404877/how-to-create-a-java-awt-image-from-image-data,How to create a java.awt.Image from image data?,"<p>How to create a java.awt.Image from image data? Image data is not pure RGB pixel data but encoded in jpeg/png format.</p>

<p>JavaME has a simple api Image.createImage(...) for doing this. </p>

<pre><code>public static Image createImage(byte[] imageData,
                                int imageOffset,
                                int imageLength)
</code></pre>

<p>imageData - the array of image data in a supported image format.</p>

<p>Is there anything similar to this available in JavaSE?</p>
"

9204,405721,2,6,1/1/09,405647,https://stackoverflow.com/questions/405647/implementing-iasyncresult-explicitly,Implementing IAsyncResult explicitly,"<p>I am generally wary of implementing interfaces partially. However, <code>IAsyncResult</code> is a bit of a special case, given that it supports several quite different usage patterns. How often do you use/see used the <code>AsyncState</code>/<code>AsyncCallback</code> pattern, as opposed to just calling <code>EndInvoke</code>, using <code>AsyncWaitHandle</code>, or polling <code>IsCompleted</code> (yuck)?</p>

<p>Related question: <a href=""https://stackoverflow.com/questions/405600/detecting-that-a-threadpool-workitem-has-completed-waiting-for-completion"">Detecting that a ThreadPool WorkItem has completed/waiting for completion</a>. </p>

<p>Consider this class (very approximate, locking needed):</p>

<pre><code>public class Concurrent&lt;T&gt; {
    private ManualResetEvent _resetEvent;
    private T _result;

    public Concurrent(Func&lt;T&gt; f) {
        ThreadPool.QueueUserWorkItem(_ =&gt; {
                                         _result = f();
                                         IsCompleted = true;
                                         if (_resetEvent != null)
                                             _resetEvent.Set();
                                     });
    }

    public WaitHandle WaitHandle {
        get {
            if (_resetEvent == null)
                _resetEvent = new ManualResetEvent(IsCompleted);
            return _resetEvent;
        }

    public bool IsCompleted {get; private set;}
    ...
</code></pre>

<p>It has <code>WaitHandle</code> (lazily created, just as described in <code>IAsyncResult</code> documentation) and <code>IsCompleted</code>, but I don't see a sensible implementation for <code>AsyncState</code> (<code>{return null;}</code>?). So does it make sense for it to implement <code>IAsyncResult</code>? Note that <code>Task</code> in the Parallel Extensions library does implement <code>IAsyncResult</code>, but only <code>IsCompleted</code> is implemented implicitly.</p>
"

50453,406300,4,2,1/2/09,406288,https://stackoverflow.com/questions/406288/entity-objects-getters-and-setters-for-data-properties,Entity objects getters and setters for data properties,"<p>I recently started working in Java and was introduced to the wild and crazy world of getters and setters for everything. I hated it at first, but quickly got used to it. Too used to it.</p>

<p>I have been spending a lot of time lately thinking more about class design. One of the things I am trying to do is avoid the trap of doing getters and setters for everything. However, much of the work I do is with entities that are mainly data containers and I am not certain that getters and setters are actually inappropriate in these cases.</p>

<p>Here is a simple example using public properties.</p>

<pre><code>class Space {
    public String name;
    public String description;
    Space(final String name, final String description) {
        this.name = name;
        this.description = description;
    }
}
</code></pre>

<p>Here is a simple example using private properties and using getters and setters.</p>

<pre><code>class Space {
    private String name;
    private String description;
    Space(final String name, final String description) {
        this.name = name;
        this.description = description;
    }
    public String getName() {
        return this.name;
    }
    public void setName(final String name) {
        this.name = name;
    }
    public String getDescription() {
        return this.description;
    }
    public void setDescription(final String description) {
        this.description = description;
    }
}
</code></pre>

<p>In these examples, both the <code>name</code> and the <code>description</code> fields should be able to be changed.</p>

<p>I feel like the getter/setter example is more clear and hides the implementation details of what <code>name</code> and <code>description</code> are. It would also allow for validation on set later if needed.</p>

<p>I have read several discussions about getters and setters being evil and/or an anti-pattern, but it really feels like those might not apply to this situation.</p>

<p>Maybe there are some options I have not yet considered. I'm open for suggestions!</p>
"

42146,406466,1,1,1/2/09,406419,https://stackoverflow.com/questions/406419/monit-daemon-apache-status-connection-failure,Monit Daemon: Apache-Status connection failure,"<p>I'm setting up a cluster of servers for the company I work at, and I'm using <a href=""http://mmonit.com/monit/"" rel=""nofollow noreferrer"">Monit</a> to monitor that all server processes are running and working as they should.</p>

<p>For Apache monitoring, I wanna use the mod_status feature which is explained <a href=""http://mmonit.com/wiki/Monit/MonitorApacheStatus"" rel=""nofollow noreferrer"">here</a>. However, this has turned out quite difficult. As no matter how I configure both Monit and Apache, Monit just keeps reporting a connection failure error (<code>connection failed to 127.0.0.1:80 [APACHESTATUS via TCP]</code>).</p>

<p>I followed the instructions on the Monit Wiki without much luck. The Apache status page (<code>http://127.0.0.1/server-status?auto</code>) page works in any browser I test it with. I've also tried changing host the from <code>127.0.0.1</code> to <code>localhost</code> without any luck.</p>

<p>I've tested this setup with Monit versions 4.8.x, 4.10x, and 5.0-beta6, all with the same result. Also, there's not much useful info on Google to help either, as most results are about more trivial and simple problems.</p>

<p>Am I missing something? Or am I just plain stupid maybe?</p>
"

,405154,6,2,1/1/09,405140,https://stackoverflow.com/questions/405140/how-to-format-a-date-without-using-code-format-string-question,How to format a Date without using code - Format String Question,"<p>How can I achieve the following with a format string: Do 01.01.2009 ?
It has to work in all languages (the example would be for Germany). So there should only be the short weekday and then the short date.</p>

<p>I tried 'ddd d' (without the '). However, this leads to 'Do 01'.
Is there maybe a character I can put before the 'd' so that it is tread on its own or something like that?</p>
"

9611,405539,2,4,1/1/09,405526,https://stackoverflow.com/questions/405526/windows-installer-database-inspection,Windows Installer database inspection?,"<p>Does anybody know of a tool that allow me to inspect what files an installer just added to a system after it ran?  </p>

<p>Its sounds like this should be something that should exist.</p>
"

47858,405801,2,1,1/2/09,405782,https://stackoverflow.com/questions/405782/pdo-query-problem,PDO query problem,"<p>I am updating some code from the old mysql_* functions to PDO.  It connects without a problem, runs the query without a problem, but the resultset is empty.  PDO::query() is supposed to return a PDOStatement object, yet I am getting true in return.  No errors are reported.</p>

<p>Here is my code:</p>

<pre><code>
try
{
    $DB = new PDO(""mysql:host=localhost;dbname=dbname"", ""user"", ""pass"");
    $stmt = $DB->prepare(""SELECT * FROM report_clientinfo"");
    $stmt->execute();
}catch(PDOException $e)
{
    echo $e->getMessage() . ""\n"";
}


echo gettype($stmt) . ""\n"";
if ($stmt) echo ""true\n"";
else echo ""false\n"";

$resultset = $stmt->fetchAll();

if(empty($resultset))
{
    exit(""ERROR: getClientInfo query failed."");
}

$DB = null;

print_r($resultset);

</code></pre>

<p>The output I am seeing is:</p>

<p>object
true
ERROR: getClientInfo query failed.</p>

<p>Any ideas why it is not returning any results?</p>
"

50419,406046,6,2,1/2/09,406038,https://stackoverflow.com/questions/406038/subversion-usages,Subversion usages,"<p>I am just starting to use ""Subversion"" with ""Tortoise SVN client"" for one of my opensource project which is hosted on ""Google Code"". I would like to get some best practices on using it. I am following the default folder structure(trunk,branch,tag). Following are the questions</p>

<ol>
<li>When will you do the initial checkin? Is it only after finished a set of features or from the first day of development? </li>
<li>To which directory the initial checkin goes? Is it into ""trunk"" or you checkin to ""branch"" and merge to ""trunk"" once a feature is complete. In this case ""trunk"" will be empty until the feature is done.</li>
<li>When ever changes are made, will you checkin to ""trunk"" directly? If not your working copy will be always using ""branch"" directory, right? </li>
</ol>

<p>Any help would be appreciated.</p>
"

3416,406829,3,0,1/2/09,406552,https://stackoverflow.com/questions/406552/how-to-access-the-context-object-as-an-array-in-pagemethods-callback,How to access the context object as an array in PageMethods callback,"<p>I cannot seem to access the context object using a loop context is set: <code>var context = [id1, id2, id3];</code></p>

<p>This callback function works:</p>

<pre><code>function OnChangeSucceeded(result, context, methodName) {
    document.getElementById(context[0]).disabled = result;
    document.getElementById(context[1]).disabled = result;
    document.getElementById(context[2]).disabled = result;
}
</code></pre>

<p>This callback function fails:</p>

<pre><code>function OnChangeSucceeded(result, context, methodName) {
        for(var indx = 0; indx &lt; context.length; indx++) {
           document.getElementById(context[indx]).disabled = result;
        }

    }
</code></pre>
"

1071,406696,6,0,1/2/09,406682,https://stackoverflow.com/questions/406682/php-exec-error,php exec() error,"<p>I'm having a little problem with the following:</p>

<p>When I execute this line:</p>

<pre><code>echo exec(createDir($somevariable));
</code></pre>

<p>I get this error:</p>

<pre><code>Warning: exec() [function.exec]: Cannot execute a blank command in /home/mydir/myfile.inc.php on line 32
</code></pre>

<p>Any ideas.</p>

<p>Thanks.</p>
"

5441,406075,5,4,1/2/09,406045,https://stackoverflow.com/questions/406045/jquery-is-val-fast-enough-to-use-repeatedly-or-is-it-better-to-put-the-value,jQuery: is val() fast enough to use repeatedly or is it better to put the value in a variable,"<p>If you are doing something like the following:</p>

<pre><code>var i = $('input[@name=some_field]');
if (i.val() != '' &amp;&amp; !(i.val() &gt;=1 &amp;&amp; i.val() &lt;= 36) || i.val() == 'OT')) {
     i.focus();
}
</code></pre>

<p>is <code>i.val()</code> fast enough to use it multiple times or should you do:</p>

<pre><code>var value = i.val();
</code></pre>

<p>first and then use value in the if statement, like:</p>

<pre><code>var i = $('input[@name=some_field]');
var value = i.val();
if (value != '' &amp;&amp; !(value &gt;=1 &amp;&amp; value &lt;= 36) || value == 'OT')) {
     i.focus();
}
</code></pre>

<p>...?</p>
"

50419,404517,2,2,1/1/09,404513,https://stackoverflow.com/questions/404513/private-member-variables-scope-c,Private member variables scope - C++,"<p>I am just starting with C++ and got some problems in understanding how the scope for private member variables in a class works. Please see the below code</p>

<pre><code>class Foo{
    private:
        std::vector&lt;int&gt; container;
    public:
        // other methods
};

int main(int argc, char* argv[])
{
    Foo* foo = new Foo;
    // other method calls to which foo is passed
    delete foo;
    return 0;
}
</code></pre>

<p>In the above code, variable ""container"" is a private member variable. I am invoking ""Foo"" instance and passing it to several other methods and classes. Following are my doubts</p>

<ol>
<li>What will be the scope of variable ""container""? Will that variable exist until I delete the instance foo?</li>
<li>Do I need to make the ""container"" as a pointer to vector?</li>
</ol>

<p>Thanks for the help</p>
"

13995,404907,6,8,1/1/09,404899,https://stackoverflow.com/questions/404899/scope-of-variables-in-a-delegate,Scope of variables in a delegate,"<p>I found the following rather strange. Then again, I have mostly used closures in dynamic languages which shouldn't be suspectable to the same ""bug"". The following makes the compiler unhappy:</p>

<pre><code>VoidFunction t = delegate { int i = 0; };

int i = 1;
</code></pre>

<p>It says:</p>

<blockquote>
  <p>A local variable named 'i' cannot be
  declared in this scope because it
  would give a different meaning to 'i',
  which is already used in a 'child'
  scope to denote something else</p>
</blockquote>

<p>So this basically means that variables declared inside a delegate will have the scope of the function declared in. Not exactly what I would have expected. I havn't even tried to call the function. At least Common Lisp has a feature where you say that a variable should have a dynamic name, if you really want it to be local. This is particularly important when creating macros that do not leak, but something like that would be helpful here as well.</p>

<p>So I'm wondering what other people do to work around this issue?</p>

<p>To clarify I'm looking for a solution where the variables I declare in the delegete doesn't interfere with variables declared <em>after</em> the delegate. And I want to still be able to capture variables declared before the delegate.</p>
"

,405822,1,1,1/2/09,405797,https://stackoverflow.com/questions/405797/how-would-i-do-a-proper-fadein-for-dynamic-content-refreshing-with-jquery,How would I do a proper fadein for dynamic content refreshing with jquery?,"<p>I have a .txt file that I need to include into a page, that gets dynamically updated every 5 seconds, so I need to refresh it via ajax, so that the updated content can be seen without refreshing the page. I want to do it so it fades into the div, with every 5 second update.</p>

<p>Currently Im doing it like this, which is pretty ugly looking</p>

<pre><code>function getSearches() {
      $(""#latest_searches"").animate({ 
        opacity: 0.3
      }, 1000 );

$(""#latest_searches"").load(""_latest_searches.php"", '', callback);
}

function callback() {
  $(""#latest_searches"").animate({ 
        opacity: 1
      }, 1000 );

setTimeout(""getSearches();"", 5000);
}

$(document).ready(getSearches);
</code></pre>
"

50780,405845,8,4,1/2/09,405800,https://stackoverflow.com/questions/405800/large-amount-of-data-what-is-the-best-way-to-send-them,Large amount of data - what is the best way to send them?,"<p>we have this scenario:</p>

<p>A server which contains needed data and client component which these data wants.</p>

<p>On the server are stored 2 types of data:
 - some information - just a couple of strings basically
 - binary data</p>

<p>We have a problem with getting binary data. Both sides are written in Java 5 so we have couple of ways....</p>

<p>Web Service is not the best solution because of speed, memory etc...</p>

<p>So, What would you prefer?</p>

<p>I would like to miss low level socket connection if possible...</p>

<p>thanks in advance</p>

<p>Vitek</p>
"

21677,405466,3,2,1/1/09,405164,https://stackoverflow.com/questions/405164/best-method-of-testing-for-a-function-in-javascript,Best method of testing for a function in JavaScript?,"<p>I've done quite a bit of research into this but it seems that the methods used are inconsistent and varied.</p>

<p>Here are some methods I have used in the past:</p>

<pre><code>/* 1: */  typeof myFunc === 'function'
/* 2: */  myFunc.constructor === Function
/* 3: */  myFunc instanceof Function
</code></pre>

<p>As part of my research I had a look at how some well-known libraries accomplished this:</p>

<pre><code> /* jQuery 1.2.6: */  !!fn &amp;&amp; typeof fn != ""string"" &amp;&amp; !fn.nodeName &amp;&amp; fn.constructor != Array &amp;&amp; /^[\s[]?function/.test( fn + """" )
 /* jQuery 1.3b1: */  toString.call(obj) === ""[object Function]""
/* Prototype 1.6: */  typeof object == ""function""
      /* YUI 2.6: */  typeof o === 'function'
</code></pre>

<p>I'm amazed there are so many different methods beings used, surely a single acceptable test has been agreed upon? And I'm completely clueless as to what the intentions were with jQuery 1.2.6's rendition, looks a bit OTT...</p>

<p>So, my quesiton remains, what is the best* way of testing for a function?</p>

<p>I would also appreciate some insight into some of the above methods, especially jQuery 1.2.6's. (I can see what they're doing, it just seems odd)</p>

<p>[*] By 'best', I mean the most widely accepted cross-browser compatible method.</p>

<hr>

<p>EDIT: Yes, I know it's been discussed before but I'd still like some discussion on the most effective method. Why are there so many different used methods?</p>

<p>The discussions on SO thus far have only mentioned the typeof operator (mostly) but nobody has hinted at the effectiveness of alternate methods.</p>
"

49153,405054,4,0,1/1/09,405042,https://stackoverflow.com/questions/405042/porting-easily-from-2d-to-3d-on-a-java-game,Porting easily from 2D to 3D on a Java game,"<p>Due to lack of capital and time we are having to do our game in 2D even though me (the developer) would prefer if it was done in 3D. I would hate for users to join the game, only to think the graphics look bad and leave. Though I suppose we just have to try and do our best.</p>

<p>That being said, I would like to develop the game in such a way that, should the time come, we can port to 3D as easily as possible. I know of games that had to rewrite the entire thing from scratch. I'd hate to do that, so I'd like some tips / guidelines to use when programming the game so that, when we move to 3D, it will be as simple as changing the code of 1-5 graphics rendering classes (or close) and the 3D graphics would run.</p>

<p>P.S It is a multiplayer roleplaying game (<em>Not</em> an MMORPG, much smaller in scope for now)</p>
"

30546,405180,4,1,1/1/09,405176,https://stackoverflow.com/questions/405176/how-to-simplify-this-sql-query,How to simplify this Sql query,"<p>The Table - Query has 2 columns (functionId, depFunctionId)</p>

<p>I want all values that are either in functionid or in depfunctionid</p>

<p>I am using this:</p>

<pre><code>select distinct depfunctionid from Query
union 
select distinct functionid from Query
</code></pre>

<p>How to do it better?</p>
"

10644,405954,6,0,1/2/09,405944,https://stackoverflow.com/questions/405944/with-so-much-system-resources-available-how-sure-are-you-your-code-is-tuned,"With so much system resources available, how sure are you your code is tuned?","<p>With CPUs being increasingly faster, hard disks spinning, bits flying around so quickly, network speeds increasing as well, it's not that simple to tell bad code from good code like it used to be.</p>

<p>I remember a time when you could optimize a piece of code and undeniably perceive an improvement in performance.  Those days are almost over.  Instead, I guess we now have a set of rules that we follow like ""Don't declare variables inside loops"" etc.  It's great to adhere to these so that you write good code by default.  But how do you know it can't be improved even further without some tool?</p>

<p>Some may argue that a couple of nanoseconds won't really make that big a difference these days.  The truth is, we are stuck with so many layers that you get a staggering effect.</p>

<p>I'm not saying we should optimize every little millisecond out of our code as that will be expensive and unfeasible.  I believe we have to do our best, given our time constraints, to write efficient code as well.</p>

<p><strong>I'm just interested to know what tools you use to profile and measure performance of code, if at all.</strong></p>
"

47110,404482,1,2,1/1/09,404412,https://stackoverflow.com/questions/404412/install-default-database-with-air-app,Install default database with AIR app,"<p>I want to ship a default SQLite database, with some predefined key/value pairs in a table, along with an Adobe AIR application. What is the best method to accomplish this? In my mind, this would be as simple as updating an xml file and rebuilding the application. I've come across this <a href=""http://www.adobe.com/cfusion/communityengine/index.cfm?event=showdetails&amp;productId=4&amp;postId=10483"" rel=""nofollow noreferrer"">solution</a> but it looks a little hackish to me (having to copy a database to another location).</p>
"

8206,405061,2,13,1/1/09,405058,https://stackoverflow.com/questions/405058/line-reading-chokes-on-0x1a,Line reading chokes on 0x1A,"<p>I have the following file:</p>

<pre><code>abcde
kwakwa
&lt;0x1A&gt;
line3
linllll
</code></pre>

<p>Where <code>&lt;0x1A&gt;</code> represents a byte with the hex value of 0x1A. When attempting to read this file in Python as:</p>

<pre><code>for line in open('t.txt'):
    print line,
</code></pre>

<p>It only reads the first two lines, and exits the loop.</p>

<p>The solution seems to be to open the file in binary (or universal newline mode) - 'rb' or 'rU'. Can you explain this behavior ?</p>
"

19825,405840,4,4,1/2/09,405826,https://stackoverflow.com/questions/405826/quick-java-question-instantiating-a-given-class-only-from-another,Quick Java Question: Instantiating a given class only from another?,"<p>My problem is thus: I need a way to ensure only one given class can instantiate another.  I don't want to have to make the other a nested inner class or something dumb like that.  How do I do this?  I forget offhand.</p>
"

48581,406748,1,0,1/2/09,406728,https://stackoverflow.com/questions/406728/csla-net-architecture,CSLA .NET Architecture,"<p>Is CSLA.NET architecture is a good choice in an enterprise level application?</p>
"

22962,404746,1,3,1/1/09,404684,https://stackoverflow.com/questions/404684/mod-rewrite-check-for-custom-query-string-in-url,mod_rewrite: Check for Custom query string in URL?,"<p>I'm trying to use URL rewrite in my new project. But I also need to allow custom query sting in URL.</p>

<p>I just want to know how to write rewrite rule for this URL</p>

<blockquote>
  <p><a href=""http://www.mysite.com/edit/123/?q1=value1&amp;q2=value2"" rel=""nofollow noreferrer"">http://www.mysite.com/edit/123/?q1=value1&amp;q2=value2</a></p>
</blockquote>

<p>to become this</p>

<blockquote>
  <p><a href=""http://www.mysite.com/index.php?action=edit&amp;id=123&amp;q1=value1&amp;q2=value2"" rel=""nofollow noreferrer"">http://www.mysite.com/index.php?action=edit&amp;id=123&amp;q1=value1&amp;q2=value2</a></p>
</blockquote>

<p>The custom query string should be allow unlimited.</p>

<p>Millions of Thanks...</p>
"
